name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Hyundai i20 1.4,2011,340000,80000,Diesel,Individual,Manual,1
Hyundai EON LPG,2012,222000,120000,LPG,Individual,Manual,0
Mahindra Ssangyong Rexton,2013,850000,200000,Diesel,Individual,Automatic,0
Tata Indica V2,2007,70000,110000,Diesel,Individual,Manual,1
Tata Tiago 1.2,2017,430000,38000,Petrol,Individual,Manual,1
Tata Tiago 1.2,2017,430000,35000,Petrol,Individual,Manual,1
Maruti Wagon R,2014,320000,70000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2005,95000,125000,Petrol,Individual,Manual,3
Renault Fluence Diesel,2012,500000,120000,Diesel,Individual,Manual,1
Renault Duster 110PS,2012,500000,110000,Diesel,Individual,Manual,1
Tata Indica Vista,2010,229999,140000,Diesel,Individual,Manual,0
Mahindra Scorpio VLS,2009,600000,155000,Diesel,Individual,Automatic,1
Hyundai Santro Xing,2007,200000,120000,Petrol,Individual,Manual,1
Renault Pulse RxL,2017,500000,80000,Diesel,Individual,Manual,1
Mahindra Bolero SLX,2010,315000,120000,Diesel,Individual,Manual,1
Maruti Wagon R,2011,265000,80000,Petrol,Individual,Manual,0
Ford Figo 1.5D,2015,350000,110000,Diesel,Individual,Manual,1
Tata Indigo CR4,2012,200000,230000,Diesel,Individual,Manual,0
Tata Indica V2,2011,114999,172000,Diesel,Individual,Manual,1
Hyundai i20 Magna,2014,425000,25000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2019,900000,35000,Diesel,Individual,Manual,0
Mahindra Scorpio 2009-2014,2014,550000,126000,Diesel,Individual,Manual,0
Honda WR-V i-DTEC,2018,900000,30000,Diesel,Individual,Manual,0
Hyundai i10 Era,2011,165000,97000,Petrol,Individual,Manual,2
Hyundai Verna 1.6,2016,850000,120000,Diesel,Individual,Automatic,0
Hyundai Verna 1.6,2016,850000,120000,Diesel,Individual,Manual,0
Mahindra Thar CRDe,2014,550000,80000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2011,500000,60000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2018,630000,15000,Petrol,Individual,Manual,0
Hyundai i10 Era,2011,160000,60000,Petrol,Individual,Manual,0
Honda City i,2015,670000,60000,Diesel,Individual,Manual,0
Maruti Swift ZDi,2014,430000,90000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2,2015,375000,30000,Petrol,Individual,Manual,0
Hyundai i20 Asta,2016,650000,35000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,500000,35000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2016,500000,35000,Diesel,Individual,Manual,0
Mahindra XUV500 W10,2017,1350000,25000,Diesel,Individual,Manual,0
Volkswagen Ameo 1.5,2018,600000,40000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2017,1200000,25000,Diesel,Individual,Manual,0
BMW X6 xDrive30d,2013,3750000,56000,Diesel,Dealer,Automatic,0
Maruti Swift Dzire,2018,795000,41779,Petrol,Dealer,Manual,0
Honda Jazz 1.2,2016,625000,54000,Petrol,Dealer,Manual,0
Mercedes-Benz E-Class E250,2016,2900000,31000,Diesel,Dealer,Automatic,0
Maruti Ignis 1.3,2017,625000,37000,Diesel,Individual,Automatic,0
Chevrolet Cruze LTZ,2011,440000,90000,Diesel,Individual,Automatic,1
Toyota Corolla Altis,2018,1400000,13534,Petrol,Dealer,Manual,0
Toyota Corolla Altis,2017,1450000,7000,Petrol,Dealer,Automatic,1
Mercedes-Benz GLA Class,2017,2700000,23000,Diesel,Dealer,Automatic,0
Hyundai Grand i10,2017,550000,23456,Petrol,Dealer,Manual,0
Toyota Innova Crysta,2019,1925000,43000,Diesel,Dealer,Automatic,0
Mahindra XUV500 W10,2015,1225000,39000,Diesel,Dealer,Manual,0
Honda WR-V i-VTEC,2017,700000,15000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2013,530000,40000,Diesel,Individual,Manual,0
Kia Seltos HTX,2020,1900000,5000,Diesel,Dealer,Automatic,0
Maruti Ciaz RS,2017,844999,70000,Diesel,Dealer,Manual,0
Skoda Rapid 1.5,2016,650000,99000,Diesel,Dealer,Automatic,0
Maruti Swift ZXI,2018,750000,15000,Petrol,Dealer,Manual,0
BMW 6 Series,2018,6000000,28156,Diesel,Dealer,Automatic,0
Honda Jazz 1.2,2015,610000,30000,Petrol,Dealer,Manual,0
Chevrolet Beat LT,2010,150000,70000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2014,475000,40000,Petrol,Individual,Manual,0
Mahindra Scorpio SLX,2008,375000,136500,Diesel,Individual,Manual,3
Mahindra KUV 100,2016,425000,70000,Diesel,Individual,Manual,1
Honda City i,2015,800000,90000,Diesel,Individual,Manual,1
Maruti 800 DX,1996,40000,32000,Petrol,Individual,Manual,1
Maruti Wagon R,2018,509999,8000,Petrol,Individual,Automatic,1
Toyota Etios Liva,2015,387000,170000,Diesel,Individual,Manual,0
Maruti Alto 800,2014,235000,25000,Petrol,Individual,Manual,0
Tata Sumo SE,2000,95000,120000,Diesel,Individual,Manual,3
Maruti Swift Vdi,2010,340000,110000,Diesel,Individual,Manual,2
Mahindra XUV500 W6,2016,1000000,100000,Diesel,Individual,Manual,0
Ford Ikon 1.4,2009,160000,115000,Diesel,Individual,Manual,1
Mahindra Scorpio SLX,2008,365000,120000,Diesel,Individual,Manual,3
Skoda Fabia 1.2L,2011,300000,265000,Diesel,Individual,Manual,1
Maruti Swift Vdi,2008,260000,90000,Diesel,Individual,Manual,1
Honda Jazz V,2018,860000,40000,Petrol,Individual,Automatic,0
Hyundai Verna 1.6,2008,114999,55000,Petrol,Individual,Manual,1
Maruti Alto LXi,2007,100000,90000,Petrol,Individual,Manual,1
Volkswagen Vento 1.5,2014,565000,111000,Diesel,Individual,Manual,0
Mahindra Xylo E4,2013,450000,120000,Diesel,Individual,Manual,1
Maruti Baleno Zeta,2017,625000,15000,Petrol,Individual,Manual,0
Maruti Alto 800,2016,280000,30000,Petrol,Individual,Manual,1
Maruti Alto K10,2017,330000,50000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2015,1300000,40000,Diesel,Individual,Manual,0
Tata Indica V2,2008,65000,50000,Petrol,Individual,Manual,1
Tata Tiago 1.2,2018,480000,45000,Petrol,Individual,Manual,1
Tata Tiago 1.05,2016,400000,35000,Diesel,Individual,Manual,1
Tata New Safari,2009,500000,80000,Diesel,Individual,Manual,0
Mahindra Xylo E4,2012,320000,120000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2014,750000,90000,Diesel,Individual,Manual,1
Mahindra Bolero Power,2017,620000,100000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2011,300000,120000,Diesel,Individual,Manual,2
Hyundai Creta 1.6,2018,1405000,15000,Petrol,Individual,Manual,0
Maruti Alto 800,2017,282000,15000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2017,700000,15000,Petrol,Individual,Automatic,0
Ford Figo Aspire,2017,700000,70000,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2015,600000,135000,Diesel,Individual,Manual,0
Skoda Rapid 1.6,2012,290000,80000,Diesel,Individual,Manual,1
Chevrolet Cruze LTZ,2011,430000,80000,Diesel,Individual,Automatic,1
Hyundai i20 1.2,2017,575000,19000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2017,875000,42000,Petrol,Individual,Manual,0
Maruti Wagon R,2010,180000,77000,Petrol,Individual,Manual,0
Maruti Ritz VDi,2012,229999,120000,Diesel,Individual,Manual,0
Toyota Glanza G,2019,800000,10000,Petrol,Individual,Automatic,0
Chevrolet Spark 1.0,2009,60000,110000,Petrol,Individual,Manual,2
Maruti SX4 Vxi,2009,150000,110000,Petrol,Individual,Manual,0
Tata Indigo Grand,2007,100000,90000,Diesel,Individual,Manual,2
Hyundai Creta 1.6,2015,900000,90000,Petrol,Individual,Manual,0
Hyundai i20 1.4,2018,850000,50000,Diesel,Individual,Manual,0
Chevrolet Beat Diesel,2014,220000,50000,Diesel,Individual,Manual,0
Maruti Alto 800,2014,250000,40000,Petrol,Individual,Manual,1
Tata Indica Vista,2012,125000,120000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2018,1200000,27000,Petrol,Individual,Manual,0
Tata Indigo CR4,2013,250000,100000,Diesel,Individual,Manual,0
Hyundai i20 Sportz,2014,440000,70000,Diesel,Individual,Manual,1
Tata Tiago 1.2,2017,400000,40000,Petrol,Individual,Manual,0
Maruti 800 Std,2002,50000,62000,Petrol,Individual,Manual,0
Hyundai Verna VTVT,2018,1000000,10000,Petrol,Individual,Manual,0
Honda City i,2014,600000,160000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2010,250000,60000,Petrol,Individual,Manual,0
Mahindra Bolero SLE,2009,310000,110000,Diesel,Individual,Manual,0
Maruti Wagon R,2005,120000,60000,Petrol,Individual,Manual,3
Mahindra Xylo E4,2014,390000,78000,Diesel,Individual,Manual,0
Hyundai Santro Sportz,2019,458000,30000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2018,950000,20000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2017,650000,21000,Petrol,Individual,Manual,0
Maruti Swift Star,2013,400000,70000,Diesel,Individual,Manual,0
Hyundai Grand i10,2015,400000,70000,Petrol,Individual,Automatic,1
Maruti Alto LX,2006,100000,42500,Petrol,Individual,Manual,0
Hyundai i10 Asta,2012,350000,25000,Petrol,Individual,Manual,0
Tata Aria Prestige,2013,450000,80000,Diesel,Individual,Manual,1
Mahindra Scorpio 2.6,2006,350000,90000,Diesel,Individual,Manual,0
Volkswagen Polo Diesel,2010,250000,80000,Diesel,Individual,Manual,3
Mahindra Bolero 2011-2019,2013,450000,146000,Diesel,Individual,Manual,1
Maruti 800 AC,2013,157000,47200,Petrol,Individual,Manual,2
Mahindra XUV500 W11,2018,1500000,60000,Diesel,Individual,Manual,0
Mahindra XUV500 W11,2018,1500000,60000,Diesel,Individual,Manual,0
Tata Indica GLS,2007,75000,100000,Petrol,Individual,Manual,1
Chevrolet Tavera B1-10,2010,280000,100000,Diesel,Individual,Manual,1
Hyundai i20 Magna,2015,600000,35000,Petrol,Individual,Manual,0
Tata Sumo CX,2012,250999,120000,Diesel,Individual,Manual,3
Toyota Corolla Altis,2010,350000,80000,Petrol,Individual,Manual,1
Renault KWID 1.0,2016,300000,34000,Petrol,Individual,Manual,0
Renault Duster 85PS,2017,819999,50000,Diesel,Individual,Manual,0
Tata Indigo TDI,2010,409999,100000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2008,275000,52000,Petrol,Individual,Manual,1
Maruti Ertiga VDI,2013,497000,110000,Diesel,Individual,Manual,0
Hyundai i20 Asta,2015,500000,70000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2006,170000,120000,Diesel,Individual,Manual,1
Ford Ecosport 1.5,2016,515000,68609,Diesel,Dealer,Manual,0
Ford EcoSport 1.5,2018,925000,33360,Diesel,Dealer,Manual,0
Mahindra Marazzo M8,2019,1460000,5000,Diesel,Individual,Manual,0
Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,0
Tata Nexon 1.5,2017,830000,35000,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2019,975000,30000,Diesel,Individual,Manual,0
Ford Aspire Trend,2018,620000,15000,Petrol,Individual,Manual,0
Nissan Kicks XL,2019,860000,14317,Petrol,Dealer,Manual,0
Datsun GO T,2018,430000,5000,Petrol,Individual,Manual,1
Honda City i-VTEC,2019,1227000,5000,Petrol,Individual,Automatic,0
Honda City i,2017,860000,28000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2018,950000,40000,Diesel,Individual,Manual,0
Ford Figo Diesel,2012,225000,87237,Diesel,Dealer,Manual,1
Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,2
Ford Figo 1.5D,2017,500000,62960,Diesel,Dealer,Manual,0
MG Hector Smart,2019,1700000,16500,Petrol,Dealer,Automatic,0
Maruti Ertiga VDI,2014,545000,110000,Diesel,Individual,Manual,0
Maruti Swift VDI,2011,400000,72000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2018,650000,50000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2008,114999,55000,Petrol,Individual,Manual,1
Maruti Baleno Sigma,2015,562000,60000,Diesel,Individual,Manual,0
Tata Sumo SE,2002,96000,120000,Diesel,Individual,Manual,0
Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,0
Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,0
Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,0
Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,1
Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,0
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,0
Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,0
Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,0
Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,0
Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,0
Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,0
Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,1
Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,0
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,0
Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,0
Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,0
Mitsubishi Lancer 2.0,1999,155000,100000,Diesel,Individual,Manual,2
Maruti Swift VDI,2009,210000,120000,Diesel,Individual,Manual,3
Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,0
Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,0
Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,0
Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,1
Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,0
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,0
Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,0
Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,0
Ford Fiesta 1.5,2015,590000,80000,Diesel,Individual,Manual,0
Hyundai Xcent 1.1,2016,350000,120000,Diesel,Individual,Manual,1
Maruti Ignis 1.2,2017,484999,30000,Petrol,Individual,Manual,0
Tata Indica Vista,2015,240000,110000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2008,500000,219000,Diesel,Individual,Manual,1
Maruti Alto 800,2017,300000,80000,Petrol,Individual,Manual,0
Maruti Ciaz RS,2016,750000,80000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2016,574000,35000,Petrol,Individual,Manual,1
Tata Indica Vista,2013,200000,167000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2016,1100000,94000,Diesel,Individual,Manual,0
Hyundai Santro Xing,2012,350000,80000,Petrol,Individual,Manual,0
Maruti 800 DX,1998,70000,100000,Petrol,Individual,Manual,1
Ford Ikon 1.3,2005,120000,90000,Petrol,Individual,Manual,1
Toyota Innova 2.5,2012,700000,246000,Diesel,Individual,Manual,1
Maruti Baleno Sigma,2019,500000,10000,Petrol,Individual,Manual,0
Tata Indigo CS,2016,370000,90000,Diesel,Individual,Manual,0
Tata Tigor 2017-2020,2019,600000,5200,Petrol,Individual,Manual,0
Maruti Zen LX,2006,100000,120000,Petrol,Individual,Manual,1
Maruti Swift VDI,2013,409999,90000,Diesel,Individual,Manual,1
Honda City i,2016,750000,50000,Petrol,Individual,Automatic,0
Hyundai Grand i10,2017,600000,5000,Petrol,Individual,Manual,0
Mahindra KUV 100,2018,550000,10500,Petrol,Individual,Manual,0
Renault Duster 110PS,2018,950000,26000,Diesel,Individual,Manual,0
Mahindra Scorpio VLX,2014,645000,139000,Diesel,Individual,Automatic,0
Mahindra XUV500 W8,2014,750000,60000,Diesel,Individual,Manual,1
Mercedes-Benz New C-Class,2006,650000,40000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2015,800000,25000,Petrol,Individual,Manual,0
Toyota Corolla Altis,2010,350000,60000,Petrol,Individual,Manual,1
Ford EcoSport 1.5,2015,700000,25000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2011,335000,15000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2012,270000,110000,Diesel,Individual,Manual,0
Hyundai Santro GLS,2001,52000,70000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2010,320000,100000,Diesel,Individual,Manual,1
Hyundai Santro Xing,2007,120000,120000,Petrol,Individual,Manual,0
Audi A4 1.8,2010,730000,55000,Petrol,Individual,Automatic,1
Maruti SX4 Vxi,2007,125000,120000,Petrol,Individual,Manual,2
Maruti Zen Estilo,2007,150000,35000,Petrol,Individual,Manual,0
Maruti Alto 800,2018,310000,13000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2015,625000,50000,Diesel,Individual,Manual,0
Hyundai i10 Magna,2012,267000,40000,Petrol,Individual,Manual,0
Hyundai i20 Active,2016,600000,25000,Petrol,Individual,Manual,0
Maruti Eeco 7,2011,180000,110000,Petrol,Individual,Manual,1
Toyota Glanza G,2019,700000,5000,Petrol,Individual,Manual,0
Maruti 800 AC,2013,121000,50000,Petrol,Individual,Manual,1
Hyundai Grand i10,2014,350000,80000,Petrol,Individual,Manual,2
Toyota Innova 2.5,2012,869999,225000,Diesel,Individual,Manual,1
Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,0
Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,0
Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,0
Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,1
Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,0
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,0
Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,0
Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,0
Maruti Wagon R,2008,80000,100000,Petrol,Individual,Manual,2
Hyundai i10 Era,2008,120000,93331,Petrol,Individual,Manual,1
Mahindra Scorpio M2DI,2012,370000,120000,Diesel,Individual,Manual,1
Nissan Terrano XL,2015,750000,70000,Diesel,Individual,Manual,0
Mahindra Bolero Power,2015,484999,100000,Diesel,Individual,Manual,0
Hyundai Accent CRDi,2006,120000,90000,Diesel,Individual,Manual,1
Honda City i,2017,860000,28000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2018,650000,50000,Diesel,Individual,Manual,0
Maruti Ertiga ZDI,2014,650000,90000,Diesel,Individual,Manual,0
Hyundai Verna 1.4,2016,710000,40000,Diesel,Individual,Manual,0
Ford Figo 1.5D,2017,430000,113000,Diesel,Individual,Manual,0
Maruti Swift Vdi,2011,305000,188000,Diesel,Individual,Manual,1
Ford Figo Diesel,2011,220000,100000,Diesel,Individual,Manual,0
Tata Sumo MKII,2010,150000,225000,Diesel,Individual,Manual,2
Mahindra TUV 300,2017,660000,67000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel,2011,140000,70000,Diesel,Individual,Manual,3
Toyota Corolla Altis,2015,1100000,50000,Petrol,Individual,Manual,0
Jaguar XF 2.2,2013,2450000,60000,Diesel,Individual,Automatic,0
Volkswagen Ameo 1.5,2017,625000,34000,Diesel,Individual,Automatic,0
Honda City 1.5,2004,198000,110000,Petrol,Individual,Manual,2
Hyundai Santro GS,2001,60000,71000,Petrol,Individual,Manual,1
Maruti Wagon R,2005,130000,140000,Petrol,Individual,Manual,1
Honda City Corporate,2012,540000,100000,Petrol,Individual,Manual,1
Hyundai Grand i10,2017,550000,10000,Petrol,Individual,Automatic,0
Maruti Celerio ZXI,2018,475000,30000,Petrol,Individual,Manual,0
Toyota Fortuner 2.8,2016,3100000,90000,Diesel,Individual,Automatic,0
Maruti Ritz VDi,2010,217000,120000,Diesel,Individual,Manual,0
Hyundai Santro LE,2002,35000,184000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2019,750000,6500,Petrol,Individual,Automatic,0
Maruti Gypsy King,2010,350000,80000,Petrol,Individual,Manual,0
Mahindra Scorpio VLS,2008,400000,100000,Diesel,Individual,Manual,2
Toyota Etios VD,2015,570000,120000,Diesel,Individual,Manual,1
Hyundai EON Era,2012,180000,120000,Petrol,Individual,Manual,1
Opel Astra 1.6,1998,68000,110000,Petrol,Individual,Manual,2
